Unnamed: 0;CODGEO;LIBGEO;DEP;SUPERF;MED16;Geo_Shape;geo_point_2d;Cluster Labels;1st Most Common Venue;2nd Most Common Venue;3rd Most Common Venue;4th Most Common Venue;5th Most Common Venue;6th Most Common Venue;7th Most Common Venue;8th Most Common Venue;9th Most Common Venue;10th Most Common Venue
130;94068;Saint-Maur-des-Fossés;94;11.25;29212.5;"{""type"": ""Polygon"", ""coordinates"": [[[2.4748599646, 48.7876398858], [2.4746392954, 48.7877918132], [2.4743531964, 48.788088255], [2.473976157, 48.7884940221], [2.4726876354, 48.7900631836], [2.4721458703, 48.7908720451], [2.4720099262, 48.7912581837], [2.471875874, 48.7917261752], [2.4718584571, 48.7926398812], [2.4711392653, 48.7960417948], [2.4706987669, 48.7979978144], [2.4705255549, 48.7985654603], [2.470331298, 48.7991941708], [2.4685998939, 48.8037067972], [2.4664694103, 48.8056723523], [2.4651628224, 48.8065497069], [2.4640148072, 48.8073621028], [2.4638892961, 48.8075180324], [2.4630735597, 48.8080584968], [2.4622578451, 48.8084631491], [2.4606281524, 48.8093641813], [2.4615131357, 48.8099024023], [2.4632849815, 48.8109338631], [2.4727653666, 48.8145636595], [2.4793647112, 48.8137471665], [2.4801799535, 48.8135213732], [2.4809951888, 48.8132955743], [2.4821522262, 48.813069452], [2.4932373723, 48.811078068], [2.4980122451, 48.8104425673], [2.5035232201, 48.810569908], [2.5054958527, 48.8104773536], [2.5080135079, 48.8102035382], [2.5130458969, 48.809522629], [2.5165209817, 48.8089269565], [2.5171933685, 48.8086625591], [2.5179397488, 48.8083471919], [2.5191627626, 48.8075813516], [2.5197723054, 48.807040578], [2.5219408924, 48.8045660868], [2.5222790894, 48.8040619876], [2.5224812006, 48.803252454], [2.5233127291, 48.7973324401], [2.523473832, 48.795791536], [2.5233356921, 48.7951173448], [2.5225989377, 48.7927688014], [2.5224413601, 48.7922869989], [2.522099052, 48.7916137869], [2.5217563405, 48.7909855413], [2.5212887355, 48.7901733185], [2.5208162524, 48.7894492139], [2.5204994451, 48.7889676681], [2.5199104318, 48.7883366283], [2.5193646659, 48.7878883358], [2.5186348185, 48.7873295733], [2.5178656643, 48.7869019589], [2.516869281, 48.7864680244], [2.5158299974, 48.7862587561], [2.5141894916, 48.7858644588], [2.5135773186, 48.7856856871], [2.5125037455, 48.7849249208], [2.5116364511, 48.7845220476], [2.5110609898, 48.7843497085], [2.5101996447, 48.7841851889], [2.4924077823, 48.7841064363], [2.4871709903, 48.784202796], [2.4858118123, 48.7844298989], [2.4816666642, 48.7853338722], [2.4800352493, 48.7856946378], [2.4786043522, 48.7861452964], [2.4771672652, 48.7866678625], [2.4760674558, 48.787079466], [2.4754277135, 48.787352774], [2.4748599646, 48.7876398858]]]}";48.7987986059,2.49441281984;2;Supermarket;Bowling Alley;Pizza Place;Bus Stop;Indian Restaurant;Sushi Restaurant;Metro Station;Bakery;Furniture / Home Store;Park
131;94069;Saint-Maurice;94;1.43;25987.6;"{""type"": ""Polygon"", ""coordinates"": [[[2.4546492787, 48.8135047775], [2.4535621593, 48.814323643], [2.4457279326, 48.8162185419], [2.4396444796, 48.816599402], [2.4358055893, 48.8167036643], [2.4205379683, 48.8169130511], [2.4195846403, 48.8169138235], [2.4195892671, 48.8199240571], [2.4197280289, 48.8214068991], [2.4198667052, 48.8225308889], [2.4199625195, 48.8240800722], [2.4203291371, 48.824060265], [2.4206779685, 48.8240475655], [2.4214624494, 48.8240540614], [2.4341791215, 48.8201279924], [2.4384475103, 48.8182324479], [2.4420967391, 48.817916762], [2.4534522008, 48.8171489776], [2.4546621287, 48.817094244], [2.4566950145, 48.8170027686], [2.4572359278, 48.8169791434], [2.4578280847, 48.8170043143], [2.4579097471, 48.8170091815], [2.4580076765, 48.8170213173], [2.4583203904, 48.8170713006], [2.4587050853, 48.8171404958], [2.4592770325, 48.8174074995], [2.4599979027, 48.8177606135], [2.4612052143, 48.8183551492], [2.4632391296, 48.8171087722], [2.4610388761, 48.8153423966], [2.4576369676, 48.8133816628], [2.4554024635, 48.8140154592], [2.4546492787, 48.8135047775]]]}";48.8182517632,2.43673908533;2;Hotel;Supermarket;French Restaurant;Fast Food Restaurant;Japanese Restaurant;Bakery;Train Station;Sushi Restaurant;Café;Plaza
132;94070;Santeny;94;9.91;29015.3333333;"{""type"": ""Polygon"", ""coordinates"": [[[2.5946737377, 48.7318060014], [2.5937899877, 48.7316285074], [2.5934500721, 48.731629149], [2.5899456965, 48.7304901729], [2.58786675, 48.7291239686], [2.5868455821, 48.7284521585], [2.5852087623, 48.7272421376], [2.5800901601, 48.7221649005], [2.5774822188, 48.7193836181], [2.5735833044, 48.7130997195], [2.5686744471, 48.7089302179], [2.5681304477, 48.7089759209], [2.5677714223, 48.7090043027], [2.5577852655, 48.713157345], [2.5553311215, 48.7148544768], [2.5540239736, 48.7154432334], [2.5545552337, 48.7157852086], [2.5552802658, 48.7163581618], [2.5558898641, 48.7169207869], [2.5569928547, 48.7181292436], [2.553468459, 48.7193717317], [2.55351706, 48.7219560126], [2.5536545982, 48.7224053484], [2.5542034085, 48.7243627836], [2.5562020143, 48.7305799475], [2.5610663834, 48.7348279678], [2.56777111, 48.7392758256], [2.5717233375, 48.7430262839], [2.5700444563, 48.750711202], [2.5701727435, 48.7511541777], [2.5703046283, 48.7513255417], [2.5752691426, 48.7521689682], [2.5754744286, 48.7523486821], [2.5771172125, 48.7549070528], [2.577118476, 48.7550869402], [2.5802443974, 48.7550799803], [2.5850939411, 48.7600140139], [2.5893726494, 48.7615317145], [2.595053619, 48.7613757263], [2.5975493852, 48.7605710967], [2.5986221077, 48.7574681438], [2.5993596211, 48.7554892152], [2.59969768, 48.7552187262], [2.601528003, 48.7542255992], [2.602206446, 48.7539094686], [2.6023411144, 48.7537300343], [2.601450587, 48.7524283107], [2.6003560897, 48.750947812], [2.5962598596, 48.7473615439], [2.5961922065, 48.7473163442], [2.5858204454, 48.7414876376], [2.5941501497, 48.7356717719], [2.5946737377, 48.7318060014]]]}";48.735407513,2.57657899871;1;Supermarket;Train Station;Fast Food Restaurant;Hotel;Shopping Mall;Golf Course;Flower Shop;Portuguese Restaurant;Park;Seafood Restaurant
133;94071;Sucy-en-Brie;94;10.43;25653.6;"{""type"": ""Polygon"", ""coordinates"": [[[2.5178826448, 48.7855061679], [2.5174541844, 48.7851824551], [2.5154554634, 48.7836462939], [2.5133823933, 48.7819227192], [2.5125072963, 48.7811942372], [2.5123121358, 48.780961396], [2.5142409606, 48.7809206858], [2.5182186879, 48.7799195715], [2.5217118215, 48.778617785], [2.5225865173, 48.7774655543], [2.5257019027, 48.7769707008], [2.5320519663, 48.7767708914], [2.5351826726, 48.7769854778], [2.5355592892, 48.7770229185], [2.5356417201, 48.7767821997], [2.5396374067, 48.7681085276], [2.5456755891, 48.7653120037], [2.5525410841, 48.7651193642], [2.5575161801, 48.7646756025], [2.5615082322, 48.763664999], [2.5704320807, 48.7665845238], [2.5716768711, 48.7670962587], [2.5737664687, 48.7679581682], [2.576048009, 48.7684816462], [2.577457042, 48.7677095534], [2.5796589115, 48.7652889273], [2.5798967883, 48.7639631389], [2.5776241269, 48.7615213243], [2.5743313136, 48.7604258449], [2.5720038802, 48.7590738067], [2.5753544206, 48.7558991475], [2.5767780429, 48.7551325037], [2.577118476, 48.7550869402], [2.5771172125, 48.7549070528], [2.5754744286, 48.7523486821], [2.5752691426, 48.7521689682], [2.5703046283, 48.7513255417], [2.5701727435, 48.7511541777], [2.5677908915, 48.7515098446], [2.5623117864, 48.7526897106], [2.5589607396, 48.7540831698], [2.5580213317, 48.754344125], [2.5572077624, 48.7545218939], [2.5566430888, 48.7545422842], [2.5401990147, 48.7554793534], [2.5392481715, 48.7554810851], [2.5225888443, 48.7575751479], [2.5103271932, 48.7611663361], [2.4998644792, 48.7631250772], [2.4997503348, 48.7629690007], [2.4968619631, 48.7646729484], [2.4964796305, 48.7670736654], [2.4978634702, 48.7732827079], [2.5037536102, 48.7783430788], [2.5082962774, 48.7806445377], [2.5124424515, 48.7846386629], [2.5125037455, 48.7849249208], [2.5135773186, 48.7856856871], [2.5141894916, 48.7858644588], [2.5158299974, 48.7862587561], [2.516869281, 48.7864680244], [2.5170677205, 48.7863510059], [2.5175396193, 48.7860992831], [2.518228048, 48.7856865405], [2.5178826448, 48.7855061679]]]}";48.7656350255,2.5336357694;1;Supermarket;Fast Food Restaurant;Hotel;Train Station;Clothing Store;Furniture / Home Store;Shopping Mall;Indian Restaurant;Park;Soccer Stadium
134;94073;Thiais;94;6.43;22431.25;"{""type"": ""Polygon"", ""coordinates"": [[[2.369351563, 48.7460674576], [2.3686208218, 48.7574612106], [2.3678256239, 48.7719035356], [2.368385714, 48.7721718263], [2.3751022595, 48.7713751892], [2.3867201085, 48.7728654691], [2.3963247174, 48.7742329304], [2.3987277077, 48.7747172406], [2.3995658615, 48.773542326], [2.4001236627, 48.7727230643], [2.4031776663, 48.768037117], [2.402477642, 48.7616774178], [2.4060466369, 48.7512268005], [2.4061000494, 48.7510750624], [2.4060422611, 48.7510136137], [2.4024453694, 48.7502347496], [2.3994526533, 48.7496773782], [2.3960551806, 48.7516641756], [2.3911515457, 48.7521447539], [2.3883350182, 48.7511778621], [2.3838453782, 48.7490779893], [2.3744365876, 48.7461958445], [2.369351563, 48.7460674576]]]}";48.7607713785,2.38552283397;1;Supermarket;Train Station;Hotel;Sandwich Place;Coffee Shop;Clothing Store;Bakery;Fast Food Restaurant;Steakhouse;Department Store
135;94074;Valenton;94;5.31;16116.6666667;"{""type"": ""Polygon"", ""coordinates"": [[[2.4753778859, 48.7276005139], [2.4729799734, 48.7275674637], [2.4728581185, 48.7307509497], [2.4727046295, 48.7341033816], [2.4719541601, 48.7373218469], [2.4712462474, 48.738208255], [2.4682081645, 48.7395663979], [2.4641463269, 48.7404872444], [2.4584760229, 48.7425447464], [2.4576423748, 48.7481758941], [2.4528183981, 48.7564582798], [2.4522035515, 48.7573647765], [2.4517565271, 48.7579626392], [2.451142798, 48.7587594053], [2.4505842295, 48.7594835686], [2.4495673011, 48.7605842728], [2.449107963, 48.7610543499], [2.4471023246, 48.762117189], [2.4447324711, 48.7630074118], [2.4438481586, 48.7626246424], [2.442551966, 48.7619566277], [2.4423656054, 48.7622093938], [2.4391786033, 48.7641848836], [2.4360851763, 48.7666697971], [2.4355661109, 48.7672366754], [2.4352958803, 48.7674395653], [2.4391026167, 48.7712566226], [2.4398148866, 48.7717051735], [2.4409354929, 48.771889406], [2.4437885837, 48.7711526154], [2.4510651935, 48.7688567984], [2.4627008717, 48.7665163658], [2.4646768555, 48.7664730719], [2.4655225026, 48.7662681949], [2.4669700588, 48.7650766442], [2.4676345657, 48.7639535406], [2.4680635094, 48.7631144982], [2.468329119, 48.7622819221], [2.4685795218, 48.7613386489], [2.4718136697, 48.7522895359], [2.474411704, 48.7413378711], [2.4803269413, 48.7346773704], [2.4815243319, 48.7337723466], [2.4822687335, 48.7330218487], [2.4838860124, 48.7303458256], [2.4843700714, 48.7295159354], [2.4845525554, 48.7290723998], [2.4844850139, 48.7290280355], [2.480745057, 48.7280440243], [2.4787749913, 48.7276414815], [2.4753778859, 48.7276005139]]]}";48.7529618253,2.46164979003;1;Supermarket;Fast Food Restaurant;Train Station;Hotel;Furniture / Home Store;Soccer Stadium;Department Store;Clothing Store;Bakery;Asian Restaurant
136;94075;Villecresnes;94;5.62;25707.0952381;"{""type"": ""Polygon"", ""coordinates"": [[[2.5295814715, 48.7061821621], [2.529266076, 48.7067979444], [2.5223390897, 48.7103826196], [2.5182942693, 48.7121679609], [2.5180930975, 48.7123173569], [2.5184161561, 48.7125102445], [2.519079598, 48.7126388435], [2.5197875183, 48.7126605832], [2.5203401377, 48.7127212704], [2.5208681543, 48.7127971468], [2.5167463398, 48.7230288272], [2.5159480296, 48.7279059618], [2.5157481028, 48.7289404055], [2.5102637574, 48.7345745885], [2.5100603137, 48.7346645966], [2.5099929314, 48.7348900781], [2.5116035576, 48.7377235981], [2.5156039482, 48.7384747332], [2.5162496637, 48.7382030249], [2.5169677716, 48.738483857], [2.5187925165, 48.7364333257], [2.5206704695, 48.7341994925], [2.5216689709, 48.7331088856], [2.5225327173, 48.7321787296], [2.5300804656, 48.7279183678], [2.5308331954, 48.7275156821], [2.532904268, 48.7277648549], [2.5365044256, 48.7282160168], [2.5369761998, 48.7279084412], [2.5457853922, 48.7253303206], [2.5520538412, 48.7236010039], [2.5536545982, 48.7224053484], [2.55351706, 48.7219560126], [2.553468459, 48.7193717317], [2.5569928547, 48.7181292436], [2.5558898641, 48.7169207869], [2.5552802658, 48.7163581618], [2.5545552337, 48.7157852086], [2.5540239736, 48.7154432334], [2.5536568094, 48.7156226494], [2.5429202505, 48.7118933663], [2.5333777191, 48.706876159], [2.5326540658, 48.7054306002], [2.5310962022, 48.7057878675], [2.5295814715, 48.7061821621]]]}";48.720627472,2.53174332859;1;Supermarket;Fast Food Restaurant;Train Station;Clothing Store;Shopping Mall;Hotel;Steakhouse;Furniture / Home Store;Forest;Chinese Restaurant
137;94076;Villejuif;94;5.34;19468.4615385;"{""type"": ""Polygon"", ""coordinates"": [[[2.3711660805, 48.8039858306], [2.3721381756, 48.8031985762], [2.371558188, 48.8016143957], [2.3711227935, 48.7968480082], [2.3713648056, 48.7949533503], [2.3720815577, 48.7936511906], [2.3739460282, 48.790629092], [2.3757936004, 48.7879774237], [2.3744865919, 48.7855062195], [2.370625549, 48.7809664195], [2.368126317, 48.7796607753], [2.3672764992, 48.7793738627], [2.3672302172, 48.780048176], [2.3625565953, 48.7798407521], [2.3585178279, 48.7791391804], [2.3548649775, 48.7787129772], [2.3490840716, 48.7817531156], [2.3471045245, 48.7836571604], [2.3454107267, 48.785338783], [2.3462506128, 48.7895669966], [2.3451849322, 48.7902078342], [2.3441979171, 48.7907609522], [2.3443597824, 48.7916369607], [2.3445614433, 48.7924880033], [2.3447817384, 48.7935900803], [2.3449401103, 48.7947457804], [2.3448715487, 48.7955440728], [2.3446713323, 48.7962022357], [2.3443172864, 48.7968595541], [2.343845689, 48.7976619286], [2.3446033797, 48.7972766459], [2.3458161188, 48.7972967809], [2.3476750616, 48.7986596368], [2.3476966758, 48.7989997271], [2.3473089723, 48.8009340124], [2.347783908, 48.8014960292], [2.3481503574, 48.8012614871], [2.3532742243, 48.802970289], [2.3653139619, 48.8075794462], [2.3672229478, 48.8080320655], [2.3679981233, 48.8072132252], [2.3700838173, 48.805098975], [2.3711660805, 48.8039858306]]]}";48.7922472037,2.35990671259;2;Supermarket;Park;Japanese Restaurant;Italian Restaurant;Bakery;Korean Restaurant;Theater;Metro Station;Bistro;French Restaurant
138;94077;Villeneuve-le-Roi;94;8.4;20538.6666667;"{""type"": ""Polygon"", ""coordinates"": [[[2.4351282329, 48.7240906516], [2.4348468316, 48.7248439567], [2.4344999163, 48.7256203358], [2.4340387872, 48.7266480171], [2.4227454818, 48.7292032253], [2.4214377631, 48.7293066259], [2.4172146564, 48.7284702825], [2.4110373692, 48.7261220821], [2.4110164293, 48.7260500228], [2.4101337572, 48.7259602159], [2.399510709, 48.7235767621], [2.3952056337, 48.7221401834], [2.3867469187, 48.7199752015], [2.3734203477, 48.7200363943], [2.3707040679, 48.7201714112], [2.3704339036, 48.7240907142], [2.3704373522, 48.727865736], [2.3713318491, 48.7278740487], [2.3723520995, 48.7278263507], [2.374967361, 48.7276448941], [2.3758786306, 48.7276145842], [2.3766816634, 48.7276538593], [2.3782868656, 48.7279194745], [2.3823229133, 48.7294578017], [2.3851341409, 48.7314591975], [2.3867141145, 48.7330764357], [2.3919817146, 48.7369215232], [2.4042201184, 48.7400044496], [2.4074660465, 48.741572135], [2.4107694569, 48.7426426245], [2.4178773883, 48.7434213264], [2.4229150283, 48.7432694932], [2.424175277, 48.7429391894], [2.4266511277, 48.7431201987], [2.4288547145, 48.7434518587], [2.4319245795, 48.7440385448], [2.4351134672, 48.7446922725], [2.4368153296, 48.7451500285], [2.4374010276, 48.7444359421], [2.4428981687, 48.7385668244], [2.4438389121, 48.7375701372], [2.4444840248, 48.736622435], [2.4449845032, 48.7354635876], [2.4450972976, 48.7340618856], [2.4450358692, 48.732932802], [2.4448810163, 48.7313832433], [2.4446639968, 48.7297992142], [2.4442067996, 48.728300411], [2.4435835892, 48.7272010836], [2.4428231887, 48.7264752811], [2.4415963915, 48.7258867062], [2.4401207414, 48.7254336672], [2.4386750563, 48.72485123], [2.4362288279, 48.7242694493], [2.4351282329, 48.7240906516]]]}";48.7321607291,2.41097949758;1;Supermarket;Hotel;Electronics Store;Shopping Mall;Fast Food Restaurant;Sandwich Place;Market;Coffee Shop;Steakhouse;Bakery
139;94078;Villeneuve-Saint-Georges;94;8.75;15593.8095238;"{""type"": ""Polygon"", ""coordinates"": [[[2.4275220616, 48.7510087949], [2.4285678626, 48.7515210816], [2.4286267385, 48.7526042742], [2.4275395974, 48.7542477163], [2.4264822451, 48.7573834344], [2.4265883681, 48.760602077], [2.4281034689, 48.7612596228], [2.4298332725, 48.7619433576], [2.4320593241, 48.7627859265], [2.434019926, 48.7635237623], [2.4371077534, 48.7623070507], [2.441417388, 48.7611904183], [2.442551966, 48.7619566277], [2.4438481586, 48.7626246424], [2.4447324711, 48.7630074118], [2.4471023246, 48.762117189], [2.449107963, 48.7610543499], [2.4495673011, 48.7605842728], [2.4505842295, 48.7594835686], [2.451142798, 48.7587594053], [2.4517565271, 48.7579626392], [2.4522035515, 48.7573647765], [2.4528183981, 48.7564582798], [2.4576423748, 48.7481758941], [2.4584760229, 48.7425447464], [2.4641463269, 48.7404872444], [2.4682081645, 48.7395663979], [2.4712462474, 48.738208255], [2.4719541601, 48.7373218469], [2.4727046295, 48.7341033816], [2.4728581185, 48.7307509497], [2.4729799734, 48.7275674637], [2.4724566339, 48.7275588556], [2.4673873361, 48.7287137125], [2.4634702278, 48.7274054673], [2.4601426976, 48.7253703092], [2.4549382751, 48.7226609048], [2.4503269762, 48.7221567508], [2.4484370455, 48.7218035419], [2.4478940891, 48.7205696842], [2.4477304412, 48.7201048105], [2.4476131823, 48.7197525824], [2.4477393967, 48.719257569], [2.4480632693, 48.7183236375], [2.4505692205, 48.7150216162], [2.4511551612, 48.7148812995], [2.4509336071, 48.7143639932], [2.448809695, 48.7148291132], [2.446243083, 48.716919254], [2.4442344751, 48.7194373776], [2.4433731692, 48.7207924339], [2.4428468317, 48.7206892392], [2.4423727431, 48.7215495979], [2.4411641553, 48.7240992797], [2.4401207414, 48.7254336672], [2.4415963915, 48.7258867062], [2.4428231887, 48.7264752811], [2.4435835892, 48.7272010836], [2.4442067996, 48.728300411], [2.4446639968, 48.7297992142], [2.4448810163, 48.7313832433], [2.4450358692, 48.732932802], [2.4450972976, 48.7340618856], [2.4449845032, 48.7354635876], [2.4444840248, 48.736622435], [2.4438389121, 48.7375701372], [2.4428981687, 48.7385668244], [2.4374010276, 48.7444359421], [2.4368153296, 48.7451500285], [2.4360254855, 48.7458757397], [2.4350445996, 48.746658105], [2.4340833287, 48.7473847902], [2.4325384882, 48.7483677312], [2.4308419991, 48.7492824716], [2.4290595299, 48.7502183628], [2.4275220616, 48.7510087949]]]}";48.742053977,2.44909554799;1;Supermarket;Fast Food Restaurant;Train Station;Shopping Mall;Clothing Store;Hotel;Sandwich Place;Department Store;Soccer Stadium;Asian Restaurant
140;94079;Villiers-sur-Marne;94;4.33;21288.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.557404987, 48.8187058625], [2.5567948854, 48.8190219781], [2.5489372381, 48.8194179949], [2.5404460037, 48.8182866365], [2.5332047003, 48.8188998351], [2.5287230824, 48.8212583813], [2.5257729598, 48.8232118301], [2.5241950271, 48.8247803476], [2.5238828559, 48.8252557673], [2.5238652975, 48.8261343742], [2.5239390711, 48.8271545438], [2.5250374182, 48.8272533438], [2.5254020909, 48.8272952628], [2.5316602951, 48.8293605811], [2.5332083615, 48.8317265476], [2.5342899461, 48.8335618525], [2.5340856379, 48.8347769844], [2.5343712629, 48.8362017733], [2.5356935858, 48.8382511408], [2.5366531652, 48.8385093779], [2.5372249044, 48.837796607], [2.5381942277, 48.8368011732], [2.5405061803, 48.8360312375], [2.5417522755, 48.8357752056], [2.545914716, 48.835414251], [2.5485229415, 48.8348638274], [2.5517494951, 48.8333758409], [2.5540600708, 48.8322476939], [2.5590174828, 48.8294969585], [2.5709791871, 48.8226801571], [2.5686332926, 48.8184599993], [2.5684958631, 48.8182805298], [2.5682921934, 48.8183706305], [2.5649974074, 48.8203696685], [2.5596804517, 48.8227730921], [2.5579641729, 48.8219852141], [2.5561216005, 48.8209998813], [2.5561223584, 48.8209108471], [2.5577495007, 48.8195147672], [2.557679609, 48.8192446992], [2.557404987, 48.8187058625]]]}";48.8263001327,2.5453774964;1;Supermarket;Fast Food Restaurant;French Restaurant;Train Station;Hotel;Italian Restaurant;Furniture / Home Store;Pizza Place;Electronics Store;Shopping Mall
